asset_id,asset_type,room,clap_mode,participant,repetition,source_path,source_array_row,source_sha256,export_path,sample_rate,duration,selected_for_paper,selected_for_demo,selection_rule,prediction_checkpoint,checkpoint_sha256,original_peak,playback_gain_db,export_sha256,source_clipped,pre_clap_snr_db,valid_input_samples,layer,release_status,notes,room_identity_documented,corresponds_to_phone_room
room01_P1_r1_event00_recorded,phone_recording,Medium-size meeting room,P1,,1,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev00_P1_r1.wav,,59fa47e880edd1be159b33ad1f16fed2bc2c397b56b98acde9d286c173e2c004,audio/phone_recordings/medium_size_meeting_room/P1_r1.wav,44100,1.0,False,False,all normal protocol events; existing selected_for_demo flag retained,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,0.6018978357315063,3.4095443656541953,30f3cd1c1c501a89a70790d37a693c9f3a9859738feb658e339156dda34a0f9b,False,24.05378466453417,44100,website-only extension,user-authorized project example; no separate dataset license asserted,"One-second model interval; input zero padding beyond valid support is preserved. IEEE float WAV; independent -1 dBFS playback-only gain; no additional filtering, denoising, alignment or inference.",,
room01_P1_r1_event00_inferred,inferred_rir,Medium-size meeting room,P1,,1,runs/e6_phone_raw_cache/raw_v1_seed42001_batch000.npy,0,bb07c146858689abd22be068b99af53dd83f465a1bcdc30a48d8d32bf1f8bfa3,audio/inferred_rirs/medium_size_meeting_room/P1_r1.wav,44100,1.0,False,False,all normal protocol events; existing selected_for_demo flag retained,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,0.37572181224823,7.502671831281328,9d7e6d8dedbe45499d0b80ebf451ee3ce745b4afe76cfa3432e122d208482356,False,24.05378466453417,44100,website-only extension,user-authorized project example; no separate dataset license asserted,"One-second model interval; input zero padding beyond valid support is preserved. IEEE float WAV; independent -1 dBFS playback-only gain; no additional filtering, denoising, alignment or inference.",,
room01_P1_r2_event01_recorded,phone_recording,Medium-size meeting room,P1,,2,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev01_P1_r2.wav,,4a55d4b6d024c6ffc2115ce6eaebf43cfca2094f29106fbcb48e5f26b80adc9e,audio/phone_recordings/medium_size_meeting_room/P1_r2.wav,44100,1.0,False,False,all normal protocol events; existing selected_for_demo flag retained,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,0.7877852916717529,1.0718426387382638,c94b13e2ff0c852d2cadeb058d4c887bae420d71c3114b657361dfcec59c9d10,False,23.376961936377107,44100,website-only extension,user-authorized project example; no separate dataset license asserted,"One-second model interval; input zero padding beyond valid support is preserved. IEEE float WAV; independent -1 dBFS playback-only gain; no additional filtering, denoising, alignment or inference.",,
room01_P1_r2_event01_inferred,inferred_rir,Medium-size meeting room,P1,,2,runs/e6_phone_raw_cache/raw_v1_seed42001_batch000.npy,1,bb07c146858689abd22be068b99af53dd83f465a1bcdc30a48d8d32bf1f8bfa3,audio/inferred_rirs/medium_size_meeting_room/P1_r2.wav,44100,1.0,False,False,all normal protocol events; existing selected_for_demo flag retained,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,0.6890790462493896,2.2346191211844864,d8ce895f8221224897d76c1535e21e1a2ce80e5d29efadc3388ebb0098987213,False,23.376961936377107,44100,website-only extension,user-authorized project example; no separate dataset license asserted,"One-second model interval; input zero padding beyond valid support is preserved. IEEE float WAV; independent -1 dBFS playback-only gain; no additional filtering, denoising, alignment or inference.",,
room01_P1_r3_event02_recorded,phone_recording,Medium-size meeting room,P1,,3,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev02_P1_r3.wav,,398d58b416edbefff69f9672d946e361aba65c73417df529e575eec81c7799a3,audio/phone_recordings/medium_size_meeting_room/P1_r3.wav,44100,1.0,True,True,"M4A normal protocol claps only, exclude clipped; highest existing pre-clap SNR per room/mode; event-index then filename tie break; all eight modes in protocol order",runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,0.7356812953948975,1.6662057140024957,a7df4dabb7304650c019be03f84567627cd6fa8f18691ded5edac304be81bb72,False,28.60475954788771,44100,paper-linked,user-authorized project example; no separate dataset license asserted,"One-second model interval; input zero padding beyond valid support is preserved. IEEE float WAV; independent -1 dBFS playback-only gain; no additional filtering, denoising, alignment or inference.",,
room01_P1_r3_event02_inferred,inferred_rir,Medium-size meeting room,P1,,3,reports/phone_spectral_review/predictions.npz,0,5e6b726b636e0301ff942c28111a3a4c4335e8ddc1c8afb825f7ca1e7641d96e,audio/inferred_rirs/medium_size_meeting_room/P1_r3.wav,44100,1.0,True,True,"M4A normal protocol claps only, exclude clipped; highest existing pre-clap SNR per room/mode; event-index then filename tie break; all eight modes in protocol order",runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,0.4404595196247101,6.121879983924088,b67830c462a800d4e59bfb5be7a5d7605cb2cc88d866051054cdc1a3d57fc459,False,28.60475954788771,44100,paper-linked,user-authorized project example; no separate dataset license asserted,"One-second model interval; input zero padding beyond valid support is preserved. IEEE float WAV; independent -1 dBFS playback-only gain; no additional filtering, denoising, alignment or inference.",,
room01_P1_r4_event03_recorded,phone_recording,Medium-size meeting room,P1,,4,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev03_P1_r4.wav,,33a17c0b7f095b78e07938cd45967b2500b289f846e7f71839ad8a6e30b80ab6,audio/phone_recordings/medium_size_meeting_room/P1_r4.wav,44100,1.0,False,False,all normal protocol events; existing selected_for_demo flag retained,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,0.916050374507904,-0.23838713207472065,ef3123eb9d508e57a35410b657573f441cbc851060eca1281d6d1512741c0e79,False,28.083082928836795,44100,website-only extension,user-authorized project example; no separate dataset license asserted,"One-second model interval; input zero padding beyond valid support is preserved. IEEE float WAV; independent -1 dBFS playback-only gain; no additional filtering, denoising, alignment or inference.",,
room01_P1_r4_event03_inferred,inferred_rir,Medium-size meeting room,P1,,4,runs/e6_phone_raw_cache/raw_v1_seed42001_batch000.npy,3,bb07c146858689abd22be068b99af53dd83f465a1bcdc30a48d8d32bf1f8bfa3,audio/inferred_rirs/medium_size_meeting_room/P1_r4.wav,44100,1.0,False,False,all normal protocol events; existing selected_for_demo flag retained,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,0.7305116653442383,1.72745689085155,d97552710000a493c98fa2730655e0f4b07dce0b47a87b3352cbeba94f9a3e11,False,28.083082928836795,44100,website-only extension,user-authorized project example; no separate dataset license asserted,"One-second model interval; input zero padding beyond valid support is preserved. IEEE float WAV; independent -1 dBFS playback-only gain; no additional filtering, denoising, alignment or inference.",,
room01_P1_r5_event04_recorded,phone_recording,Medium-size meeting room,P1,,5,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev04_P1_r5.wav,,e42fcce447dca388e1953c358ee0fe700dc1e29ffbb44e66807f7adfb93f713e,audio/phone_recordings/medium_size_meeting_room/P1_r5.wav,44100,1.0,False,False,all normal protocol events; existing selected_for_demo flag retained,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,0.8940316438674927,-0.02705781470640193,d8bce3a5512c6c6fd1b516ba87958fb0c5e99f9aa5426b53535ae1a55c2d652d,False,23.583697620014824,44100,website-only extension,user-authorized project example; no separate dataset license asserted,"One-second model interval; input zero padding beyond valid support is preserved. IEEE float WAV; independent -1 dBFS playback-only gain; no additional filtering, denoising, alignment or inference.",,
room01_P1_r5_event04_inferred,inferred_rir,Medium-size meeting room,P1,,5,runs/e6_phone_raw_cache/raw_v1_seed42001_batch000.npy,4,bb07c146858689abd22be068b99af53dd83f465a1bcdc30a48d8d32bf1f8bfa3,audio/inferred_rirs/medium_size_meeting_room/P1_r5.wav,44100,1.0,False,False,all normal protocol events; existing selected_for_demo flag retained,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,0.5048613548278809,4.9365574316968726,9947f377f847e0725802b3140c9fd27f579823671a716c5b7577aa42b3363bbe,False,23.583697620014824,44100,website-only extension,user-authorized project example; no separate dataset license asserted,"One-second model interval; input zero padding beyond valid support is preserved. IEEE float WAV; independent -1 dBFS playback-only gain; no additional filtering, denoising, alignment or inference.",,
